2021-08-19 10:29:26 status half-installed mawk:amd64 1.3.4.20200120-2
2021-08-19 10:29:26 status unpacked mawk:amd64 1.3.4.20200120-2
2021-08-19 10:29:26 configure mawk:amd64 1.3.4.20200120-2 1.3.4.20200120-2
2021-08-19 10:29:26 status half-configured mawk:amd64 1.3.4.20200120-2
2021-08-19 10:29:26 status installed mawk:amd64 1.3.4.20200120-2
2021-08-19 10:29:26 startup archives install
2021-08-19 10:29:26 install debconf:all <none> 1.5.73
2021-08-19 10:29:26 status half-installed debconf:all 1.5.73
2021-08-19 10:29:26 status unpacked debconf:all 1.5.73
2021-08-19 10:29:26 configure debconf:all 1.5.73 1.5.73
2021-08-19 10:29:26 status half-configured debconf:all 1.5.73
2021-08-19 10:29:26 status installed debconf:all 1.5.73
2021-08-19 10:29:26 startup archives unpack
2021-08-19 10:29:26 upgrade base-files:amd64 11ubuntu5 11ubuntu5
2021-08-19 10:29:26 status half-configured base-files:amd64 11ubuntu5
2021-08-19 10:29:26 status unpacked base-files:amd64 11ubuntu5
2021-08-19 10:29:26 status half-installed base-files:amd64 11ubuntu5
2021-08-19 10:29:26 status unpacked base-files:amd64 11ubuntu5
2021-08-19 10:29:26 upgrade base-passwd:amd64 3.5.47 3.5.47
2021-08-19 10:29:26 status half-configured base-passwd:amd64 3.5.47
2021-08-19 10:29:26 status unpacked base-passwd:amd64 3.5.47
2021-08-19 10:29:26 status half-installed base-passwd:amd64 3.5.47
2021-08-19 10:29:26 status unpacked base-passwd:amd64 3.5.47
2021-08-19 10:29:26 install bash:amd64 <none> 5.0-6ubuntu1
2021-08-19 10:29:26 status half-installed bash:amd64 5.0-6ubuntu1
2021-08-19 10:29:26 status unpacked bash:amd64 5.0-6ubuntu1
2021-08-19 10:29:26 install bsdutils:amd64 <none> 1:2.34-0.1ubuntu9
2021-08-19 10:29:26 status half-installed bsdutils:amd64 1:2.34-0.1ubuntu9
2021-08-19 10:29:26 status unpacked bsdutils:amd64 1:2.34-0.1ubuntu9
2021-08-19 10:29:26 install coreutils:amd64 <none> 8.30-3ubuntu2
2021-08-19 10:29:26 status half-installed coreutils:amd64 8.30-3ubuntu2
2021-08-19 10:29:27 status unpacked coreutils:amd64 8.30-3ubuntu2
2021-08-19 10:29:27 install dash:amd64 <none> 0.5.10.2-6
2021-08-19 10:29:27 status half-installed dash:amd64 0.5.10.2-6
2021-08-19 10:29:27 status unpacked dash:amd64 0.5.10.2-6
2021-08-19 10:29:27 upgrade debconf:all 1.5.73 1.5.73
2021-08-19 10:29:27 status half-configured debconf:all 1.5.73
2021-08-19 10:29:27 status unpacked debconf:all 1.5.73
2021-08-19 10:29:27 status half-installed debconf:all 1.5.73
2021-08-19 10:29:27 status unpacked debconf:all 1.5.73
2021-08-19 10:29:27 install debianutils:amd64 <none> 4.9.1
2021-08-19 10:29:27 status half-installed debianutils:amd64 4.9.1
2021-08-19 10:29:27 status unpacked debianutils:amd64 4.9.1
2021-08-19 10:29:27 install diffutils:amd64 <none> 1:3.7-3
2021-08-19 10:29:27 status half-installed diffutils:amd64 1:3.7-3
2021-08-19 10:29:27 status unpacked diffutils:amd64 1:3.7-3
2021-08-19 10:29:27 upgrade dpkg:amd64 1.19.7ubuntu3 1.19.7ubuntu3
2021-08-19 10:29:27 status half-configured dpkg:amd64 1.19.7ubuntu3
2021-08-19 10:29:27 status unpacked dpkg:amd64 1.19.7ubuntu3
2021-08-19 10:29:27 status half-installed dpkg:amd64 1.19.7ubuntu3
2021-08-19 10:29:27 status unpacked dpkg:amd64 1.19.7ubuntu3
2021-08-19 10:29:27 install e2fsprogs:amd64 <none> 1.45.5-2ubuntu1
2021-08-19 10:29:27 status half-installed e2fsprogs:amd64 1.45.5-2ubuntu1
2021-08-19 10:29:27 status unpacked e2fsprogs:amd64 1.45.5-2ubuntu1
2021-08-19 10:29:27 install fdisk:amd64 <none> 2.34-0.1ubuntu9
2021-08-19 10:29:27 status half-installed fdisk:amd64 2.34-0.1ubuntu9
2021-08-19 10:29:27 status unpacked fdisk:amd64 2.34-0.1ubuntu9
2021-08-19 10:29:27 install findutils:amd64 <none> 4.7.0-1ubuntu1
2021-08-19 10:29:27 status half-installed findutils:amd64 4.7.0-1ubuntu1
2021-08-19 10:29:27 status unpacked findutils:amd64 4.7.0-1ubuntu1
2021-08-19 10:29:27 install gcc-10-base:amd64 <none> 10-20200411-0ubuntu1
2021-08-19 10:29:27 status half-installed gcc-10-base:amd64 10-20200411-0ubuntu1
2021-08-19 10:29:27 status unpacked gcc-10-base:amd64 10-20200411-0ubuntu1
2021-08-19 10:29:27 install grep:amd64 <none> 3.4-1
2021-08-19 10:29:27 status half-installed grep:amd64 3.4-1
2021-08-19 10:29:27 status unpacked grep:amd64 3.4-1
2021-08-19 10:29:27 install gzip:amd64 <none> 1.10-0ubuntu4
2021-08-19 10:29:27 status half-installed gzip:amd64 1.10-0ubuntu4
2021-08-19 10:29:27 status unpacked gzip:amd64 1.10-0ubuntu4
2021-08-19 10:29:27 install hostname:amd64 <none> 3.23
2021-08-19 10:29:27 status half-installed hostname:amd64 3.23
2021-08-19 10:29:27 status unpacked hostname:amd64 3.23
2021-08-19 10:29:27 install init-system-helpers:all <none> 1.57
2021-08-19 10:29:27 status half-installed init-system-helpers:all 1.57
2021-08-19 10:29:27 status unpacked init-system-helpers:all 1.57
